Student,LPIPS,SSIM
109590003.jpg,0.4090411067008972,0.6931988978487968
112598040.jpg,0.417055606842041,0.7603061078059183
109590012.jpg,0.4575013220310211,0.7323710261464184
109590022.jpg,0.47230735421180725,0.7594947402440927
109590002.jpg,0.48003891110420227,0.7347536370411542
108590062.jpg,0.518619954586029,0.7846968873691339
